Time,Pressure before pump (Arith. Mean),Pressure after pump (Arith. Mean),Differential pressure (Arith. Mean),Flow rate (Arith. Mean),Tank temperature (Arith. Mean),Temperature TS inlet (Arith. Mean),Temperature TS outlet (Arith. Mean),Bypass temperature (Arith. Mean),reading_interval_s,elapsed_runtime_s,elapsed_runtime_m
2021-08-21 11:53:46.969,0.399955,0.002399,0.221135,416.054127,21.612329,-1.087457,0.287076,0.562281,2.0,2766.519,46.10865
2021-08-21 11:53:48.967,0.399359,0.002319,0.220482,416.679493,21.615792,-1.079443,0.280074,0.564484,1.998,2768.517,46.141949999999994
2021-08-21 11:53:50.967,0.400501,0.002328,0.221668,416.902792,21.617054,-1.090279,0.289373,0.56681,2.0,2770.517,46.17528333333333
2021-08-21 11:53:52.969,0.400655,0.002541,0.22109,416.708802,21.619165,-1.083393,0.266921,0.567097,2.002,2772.519,46.20865
2021-08-21 11:53:54.967,0.400084,0.002427,0.220707,416.993341,21.616186,-1.075041,0.299191,0.562908,1.998,2774.517,46.241949999999996
2021-08-21 11:53:56.967,0.399315,0.002383,0.22035,416.872146,21.615675,-1.084307,0.282679,0.564972,2.0,2776.517,46.27528333333333
2021-08-21 11:53:58.468,0.400474,0.002474,0.220929,417.166062,21.613018,-1.082342,0.286206,0.563984,1.501,2778.018,46.3003
2021-08-21 11:53:59.969,0.399529,0.002516,0.22088,417.319976,21.620188,-1.08995,0.281221,0.566695,1.501,2779.519,46.325316666666666
2021-08-21 11:54:01.967,0.399706,0.002474,0.220863,416.778603,21.619011,-1.084107,0.280796,0.564879,1.998,2781.517,46.35861666666666
2021-08-21 11:54:03.967,0.39996,0.002514,0.220827,417.381346,21.621844,-1.069279,0.279923,0.564775,2.0,2783.517,46.391949999999994
2021-08-21 11:54:05.967,0.400191,0.002485,0.22085,417.51336,21.608325,-1.090017,0.305847,0.562412,2.0,2785.517,46.42528333333333
2021-08-21 11:54:07.967,0.399887,0.002496,0.220382,417.942408,21.620794,-1.084504,0.288455,0.569369,2.0,2787.517,46.458616666666664
2021-08-21 11:54:09.967,0.399249,0.002441,0.219918,416.8415,21.626307,-1.089886,0.270012,0.571535,2.0,2789.517,46.491949999999996
2021-08-21 11:54:11.967,0.399197,0.002538,0.219858,417.70431,21.618497,-1.082995,0.278413,0.566088,2.0,2791.517,46.52528333333333
2021-08-21 11:54:13.966,0.399749,0.002348,0.220508,418.117902,21.616784,-1.087227,0.283938,0.568964,1.999,2793.516,46.5586
2021-08-21 11:54:15.967,0.399534,0.002433,0.220247,417.446642,21.617126,-1.084342,0.300314,0.565904,2.001,2795.517,46.59195
2021-08-21 11:54:17.966,0.399704,0.002459,0.220002,418.346684,21.622037,-1.078889,0.279145,0.569358,1.999,2797.516,46.62526666666667
2021-08-21 11:54:19.966,0.399748,0.002433,0.219982,418.404459,21.61981,-1.074135,0.285304,0.570879,2.0,2799.516,46.6586
2021-08-21 11:54:21.966,0.400123,0.00238,0.22006,418.43039,21.618366,-1.092117,0.31241,0.565759,2.0,2801.516,46.69193333333333
2021-08-21 11:54:23.966,0.398868,0.002404,0.219091,419.361565,21.623813,-1.088507,0.298037,0.572717,2.0,2803.516,46.72526666666667
2021-08-21 11:54:25.966,0.399496,0.002302,0.219504,419.411071,21.624403,-1.072626,0.293902,0.570748,2.0,2805.516,46.7586
2021-08-21 11:54:27.966,0.399737,0.002485,0.219638,419.625594,21.62145,-1.074201,0.289964,0.569632,2.0,2807.516,46.79193333333333
2021-08-21 11:54:29.966,0.399863,0.002682,0.219077,419.142326,21.625978,-1.082667,0.283992,0.571404,2.0,2809.516,46.82526666666667
2021-08-21 11:54:31.966,0.399097,0.002533,0.219201,419.290843,21.630638,-1.08982,0.294886,0.577968,2.0,2811.516,46.8586
2021-08-21 11:54:33.966,0.399997,0.002485,0.219716,419.573731,21.619679,-1.081485,0.297249,0.56996,2.0,2813.516,46.891933333333334
2021-08-21 11:54:35.964,0.398274,0.002579,0.218256,419.487612,21.62131,-1.07491,0.292162,0.571449,1.998,2815.514,46.92523333333334
2021-08-21 11:54:37.966,0.398869,0.002421,0.218786,419.148633,21.619427,-1.078017,0.296884,0.574835,2.002,2817.516,46.958600000000004
2021-08-21 11:54:39.964,0.400581,0.002332,0.219999,419.921808,21.617369,-1.083253,0.29998,0.569938,1.998,2819.514,46.9919
2021-08-21 11:54:41.964,0.399603,0.002365,0.219086,420.342245,21.6183,-1.086735,0.297774,0.570091,2.0,2821.514,47.02523333333333
2021-08-21 11:54:43.964,0.398656,0.002601,0.218356,419.658598,21.614822,-1.072166,0.301712,0.571142,2.0,2823.514,47.05856666666667
2021-08-21 11:54:45.966,0.398909,0.00246,0.218043,419.805692,21.621656,-1.068707,0.286132,0.572278,2.002,2825.516,47.09193333333334
2021-08-21 11:54:47.964,0.399955,0.002479,0.219098,420.167224,21.618814,-1.084501,0.319295,0.57112,1.998,2827.514,47.125233333333334
2021-08-21 11:54:49.964,0.399344,0.002601,0.218466,420.761863,21.6141,-1.082535,0.328489,0.571339,2.0,2829.514,47.158566666666665
2021-08-21 11:54:51.964,0.399233,0.002425,0.218434,419.116395,21.617513,-1.064028,0.310703,0.570157,2.0,2831.514,47.191900000000004
2021-08-21 11:54:53.964,0.398664,0.002554,0.218485,419.936772,21.61725,-1.074857,0.312475,0.565431,2.0,2833.514,47.225233333333335
2021-08-21 11:54:56.463,0.400049,0.00245,0.219344,419.846361,21.611284,-1.07866,0.307034,0.563674,2.499,2836.013,47.26688333333333
